name,link,price,kraj,region,apelacja,winnica,rodzaj wina,smak,styl,grona,pojemność,temperatura podawania,wysyłka w ciągu,rocznik,rocznik2,zawartość alkoholu,producent,medale,medale2,grona2,grona3,grona4,czy winnica bio,bio,grona5,grona6,grona7,bio2,wino wegańskie,oceny prasy,wine spectator,rodzaj wina2,zawartość alkoholu2,falstaff,bio3,grona8,guia penin,james suckling,medale3,alkohol zawartość,objętość,rocznik3,temperatura podawania2,wino koszerne,region2,ilość win,grona9,grona10,grona11,grona12,grona13
"Roqueta Origen Blanc Mariner, Penedès DO 2022",https://www.wina.pl/wina-biale-wytrawne/4030-roqueta-origen-blanc-mariner-penedes-do.html,"47,00 zł",Hiszpania,Katalonia,Penedes DO,,białe,wytrawne,średnie,Xarel.lo,750 ml,8 st.C,3 dni ( dni robocze ),2022,,12%,,,,Chardonnay,,,,,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Rose Ferrari Trento DOC,https://www.wina.pl/wina/1666-rose-ferrari-trento-doc.html,"259,00 zł",Włochy,Trentino Alto Adige,Trento DOC,Ferrari,musujące,wytrawne,średnie,Chardonnay,750 ml,6-10 st.C,3 dni ( dni robocze ),,,12.5%,,,,Pinot Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosso Dario Princic,https://www.wina.pl/naturalne/2696-rosso-dario-princic.html,"181,00 zł",Włochy,Friuli,Venezia Gulia IGT,Princic Dario,czerwone,wytrawne,lekkie,Cabernet Sauvignon,750 ml,16 st.C,3 dni ( dni robocze ),,,13%,,,,Merlot,,,tak – uprawa ograniczna/naturalna,weganskie,,,,naturalne,,,,,,,,,,,,,,,,,,,,,,,
Rosso de Ferrari Boscarelli 2019,https://www.wina.pl/wina-czerwone-wytrawne/2824-rosso-de-ferrari-boscarelli.html,"86,00 zł",Włochy,Toskania,Toscana IGT,Boscarelli,czerwone,wytrawne,średnie,"Sangiovese, Merlot",750 ml,16 st.C,3 dni ( dni robocze ),2019,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosso di Montalcino DOC Il Poggione 2019,https://www.wina.pl/wina-czerwone-wytrawne/1551-rosso-di-montalcino-doc-il-poggione-.html,"119,00 zł",Włochy,Toskania,Rosso di Montalcino DOC,Tenuta Il Poggione,czerwone,wytrawne,średnie,Sangiovese,750 ml,18 st.C,24 h ( w dni robocze ),2019,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosso di Montepulciano Poliziano 2021,https://www.wina.pl/wina-czerwone-wytrawne/1363-rosso-di-montepulciano-poliziano.html,"99,00 zł",Włochy,Toskania,Rosso di Montepulciano DOC,Poliziano,czerwone,wytrawne,średnie,Sangiovese,750 ml,16 st.C,24 h ( w dni robocze ),2021,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotgipfler Auer 2021,https://www.wina.pl/wina-biale-wytrawne/1750-rotgipfler-auer.html,"69,00 zł",Austria,Weinland,Thermenregion,Auer,białe,wytrawne,pełne,Rotgipfler,750 ml,12-14 st.C,24 h ( w dni robocze ),2021,,13%,,,,,,,,organiczne,,,,,,,,,,falstaff 90,,,,,,,,,,,,,,,,,
Rotgipfler Premium Auer 2020,https://www.wina.pl/wina-biale-wytrawne/2628-rotgipfler-premium-auer.html,"109,00 zł",Austria,Weinland,Thermenregion,Auer,białe,wytrawne,pełne,Rotgipfler,750 ml,12-14 st.C,24 h ( w dni robocze ),2020,,13.5%,,,,,,,,organiczne,,,,,,,,,,falstaff 92,,,,,,,,,,,,,,,,,
Rotgipfler-Zierfandler Beerenauslese Auer 2019,https://www.wina.pl/slodkie/1614-rotgipfler-zierfandler-beerenauslese-auer.html,"119,00 zł",Austria,Weinland,Thermenregion,Auer,białe,słodkie,pełne,Rotgipfler,375 ml,12-14 st.C,24 h ( w dni robocze ),2019,,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rótulo Branco Dão Niepoort 2019,https://www.wina.pl/wina-biale-wytrawne/2789-rotulo-branco-dao-niepoort.html,"72,00 zł",Portugalia,Douro,Douro DOC,Niepoort,białe,wytrawne,lekkie,Encruzado,750 ml,11 st.C,3 dni ( dni robocze ),2019,,12%,,,,Ribagato,,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rótulo Tinto Dao Niepoort 2017,https://www.wina.pl/wina-czerwone-wytrawne/2791-dialogo-tinto-niepoort.html,"72,00 zł",Portugalia,Dão,Dao DOC,Niepoort,czerwone,wytrawne,średnie,Touriga Nacional,750 ml,15 st.C,3 dni ( dni robocze ),2017,,13%,,,,Jaen,Alfrocheiro,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Cuvee Jozsef Bock 2016,https://www.wina.pl/wina-czerwone-wytrawne/1558-royal-cuvee-jozsef-bock-.html,"135,00 zł",Węgry,Villanyi,,József Bock,czerwone,wytrawne,pełne,Cabernet Sauvignon,750 ml,16-18 st.C,24 h ( w dni robocze ),2016,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rukatac Vina Palihnić 2022,https://www.wina.pl/wina-biale-wytrawne/4161-rukatac-vina-palihnic.html,"45,00 zł",Chorwacja,Dalmacja,Srednja i Juzna Dalmacija KZP,,białe,wytrawne,średnie,Rukatac,750 ml,10 st.C,24 h ( w dni robocze ),2022,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruth Lewandowski Feints Mendocino AVA 2021,https://www.wina.pl/naturalne/4172-ruth-lewandowski-feints-mendocino-ava.html,"229,00 zł",USA,Kalifornia,Mendocino AVA,,czerwone,wytrawne,średnie,Arneis,750 ml,12-14 st.C,24 h ( w dni robocze ),2021,,12%,,,,Nebbiolo,Dolcetto,Montepulciano,tak – uprawa ograniczna/naturalna,organiczne,Barbera,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruth Lewandowski Rosé Mendocino AVA 2021,https://www.wina.pl/naturalne/4171-ruth-lewandowski-rose-mendocino-ava.html,"229,00 zł",USA,Kalifornia,Mendocino AVA,,różowe,wytrawne,średnie,Touriga Nacional,750 ml,11 st.C,24 h ( w dni robocze ),2021,,12%,,,,Sauvignon Blanc,Tinta Roriz,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruth Lewandowski Tatto Skin Contact White Blend Mendocino AVA 2020,https://www.wina.pl/naturalne/4170-ruth-lewandowski-tatto-skin-contact-white-blend-mendocino-ava.html,"219,00 zł",USA,Kalifornia,Mendocino AVA,,pomarańczowe,wytrawne,lekkie,Muscat,750 ml,11 st.C,24 h ( w dni robocze ),2020,,10%,,,,Riesling,Tokai Friulano,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salustri Grotte Rosse Montecucco Sangiovese DOCG 2016,https://www.wina.pl/wina-czerwone-wytrawne/2771-salustri-grotte-rosse-montecucco-sangiovese-docg.html,"159,00 zł",Włochy,Toskania,Montecucco Sangiovese DOCG,Salustri,czerwone,wytrawne,,Sangiovese,750 ml,,3 dni ( dni robocze ),2016,,,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salustri Marleo Montecucco DOC 2019,https://www.wina.pl/wina-czerwone-wytrawne/2769-salustri-marleo-montecucco-doc.html,"79,00 zł",Włochy,Toskania,Montecucco DOC,Salustri,czerwone,wytrawne,,Sangiovese,750 ml,,3 dni ( dni robocze ),2019,,,,,,Ciliegiolo,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salustri Nara Vermentino 2019,https://www.wina.pl/wina-biale-wytrawne/2768-salustri-nara-vermentino.html,"88,00 zł",Włochy,Toskania,Toscana IGT,Salustri,białe,wytrawne,,Vermentino,750 ml,,3 dni ( dni robocze ),2019,,,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salustri Santa Marta Sangiovese Montecucco DOCG 2016,https://www.wina.pl/wina-czerwone-wytrawne/2770-salustri-santa-marta-sangiovese-montecucco-docg.html,"119,00 zł",Włochy,Toskania,Montecucco Sangiovese DOCG,Salustri,czerwone,wytrawne,,Sangiovese,750 ml,,3 dni ( dni robocze ),2016,,,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Marzano ""Tramari"" Rose di Primitvo Salento IGP 2020",https://www.wina.pl/rozowe/2106-san-marzano-tramari-rose-di-primitvo-salento-igp.html,"66,00 zł",Włochy,Apulia,Salento IGT,Cantine San Marzano,różowe,wytrawne,,Primitivo,750 ml,14 st.C,3 dni ( dni robocze ),2020,,12.5%,,Sommelier Wine Award Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marzano Timo Vermentino Salento IGP 2022,https://www.wina.pl/wina-biale-wytrawne/2108-san-marzano-timo-vermentino-salento-igp.html,"54,00 zł",Włochy,Apulia,Salento IGT,Cantine San Marzano,białe,wytrawne,,Vermentino,750 ml,10-12 st.C,24 h ( w dni robocze ),2022,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Paolo Verdicchio Riserva Castelli di Jesi DOC Classico Pievalta 2017,https://www.wina.pl/wina-biale-wytrawne/2981-san-paolo-verdicchio-riserva-castelli-di-jesi-doc-classico-pievalta.html,"135,00 zł",Włochy,Marchia,Verdicchio dei Castelli di Jesi DOC Classico Superiore,,białe,wytrawne,średnie,Verdicchio,750 ml,12 st.C,24 h ( w dni robocze ),2017,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sancerre Les Baronnes Henri Bourgeois 2021,https://www.wina.pl/wina-biale-wytrawne/770-sancerre-les-baronnes-henri-bourgeois.html,"175,00 zł",Francja,Dolina Loary,Sancerre AOC,Henri Bourgeois,białe,wytrawne,pełne,Sauvignon Blanc,750 ml,,3 dni ( dni robocze ),2021,,13.5%,,,,,,,,,,,,,,,90 pkt,,,,,,,,,,,,,,,,,,,,
"Sangre de Toro Blanco 0,0% Torres (bezalkoholowe) 2020",https://www.wina.pl/bezalkoholowe/1902-sangre-de-toro-blanco-00-torres-bezalkoholowe.html,"56,00 zł",Hiszpania,,,Torres,białe,półsłodkie,lekkie,Muscat,750 ml,,24 h ( w dni robocze ),2020,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sangre de Toro Tinto 0,0% Torres (bezalkoholowe) 2020",https://www.wina.pl/bezalkoholowe/1903-sangre-de-toro-tinto-00-torres-bezalkoholowe.html,"56,00 zł",Hiszpania,,,Torres,czerwone,półwytrawne,lekkie,Shiraz / Syrah,750 ml,,24 h ( w dni robocze ),2020,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Sofia El Maturlan IGT 2019,https://www.wina.pl/wina-czerwone-wytrawne/2739-santa-sofia-el-maturlan-igt.html,"99,00 zł",Włochy,Veneto,Veneto IGT,Santa Sofia,czerwone,wytrawne,średnie,Corvina Veronese,750 ml,15 st.C,24 h ( w dni robocze ),2019,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Sofia Montegradella Valpolicella DOC Superiore Classico 2016,https://www.wina.pl/wina-czerwone-wytrawne/2740-santa-sofia-montegradella-valpolicella-doc-superiore-classico.html,"179,00 zł",Włochy,Veneto,Valpolicella Classico Superiore DOC,Santa Sofia,czerwone,wytrawne,średnie,Rondinella,750 ml,16-18 st.C,24 h ( w dni robocze ),2016,,14%,,,,Corvina Veronese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santo Isidro Moscatel de Setubal DOC,https://www.wina.pl/slodkie/2449-santo-isidro-moscatel-de-setubal-doc.html,"44,00 zł",Portugalia,,,Santo Isidro de Pegões,,słodkie,,Moscatel de Setubal,750 ml,,24 h ( w dni robocze ),,,"17,5%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santo Isidro Semi Dry Branco,https://www.wina.pl/wina-biale-polwytrawne/1966-santo-isidro-semi-dry-branco.html,"29,00 zł",Portugalia,Półwysep Setubal,,Santo Isidro de Pegões,białe,półwytrawne,średnie,Fernao Pires,750 ml,16 st.C,24 h ( w dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santo Isidro Semi Dry Tinto,https://www.wina.pl/wina-czerwone-polwytrawne/1962-santo-isidro-semi-dry-tinto.html,"29,00 zł",Portugalia,Półwysep Setubal,,Santo Isidro de Pegões,czerwone,półwytrawne,średnie,Castelao,750 ml,16 st.C,24 h ( w dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santo Isidro Semi Sweet Branco,https://www.wina.pl/wina-biale-polslodkie/1964-santo-isidro-semi-sweet-branco.html,"29,00 zł",Portugalia,Półwysep Setubal,,Santo Isidro de Pegões,białe,półsłodkie,średnie,Fernao Pires,750 ml,16 st.C,24 h ( w dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santo Isidro Semi Sweet Tinto,https://www.wina.pl/wina-czerwone-polslodkie/1963-santo-isidro-semi-sweet-tinto.html,"29,00 zł",Portugalia,Półwysep Setubal,,Santo Isidro de Pegões,czerwone,półsłodkie,średnie,Castelao,750 ml,16 st.C,24 h ( w dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saperavi Kakhuri Red,https://www.wina.pl/wina-czerwone-wytrawne/1937-saperavi-kakhuri-red.html,"41,00 zł",Gruzja,Kachetia,,Kakhuri,czerwone,wytrawne,średnie,Saperavi,750 ml,16-18 st.C,24 h ( w dni robocze ),,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sauvignon Blanc Asparagus Cantina Terlan 2021,https://www.wina.pl/wina-biale-wytrawne/2680-sauvignon-blanc-asparagus-cantina-terlan.html,"141,00 zł",Włochy,Trentino Alto Adige,Alto Adige Sauvignon DOC,Kellerai Cantina Terlan,białe,wytrawne,średnie,Sauvignon Blanc,750 ml,12 st.C,,2021,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sauvignon Blanc Recanati 2019,https://www.wina.pl/wina-biale-wytrawne/1699-sauvignon-blanc-recanati.html,"95,00 zł",Izrael,Galilea,,Recanati,białe,wytrawne,średnie,Sauvignon Blanc,750 ml,10-12 st.C,24 h ( w dni robocze ),2019,,11.5%,,,,,,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sauvignon Blanc Reserva Vina Falernia 2020,https://www.wina.pl/wina-biale-wytrawne/1345-sauvignon-blanc-vina-falernia.html,"59,00 zł",Chile,Elqui Valley,,Falernia,białe,wytrawne,średnie,Sauvignon Blanc,750 ml,,24 h ( w dni robocze ),2020,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sauvignon Blanc Winkl Cantina Terlan 2022,https://www.wina.pl/wina-biale-wytrawne/1844-sauvignon-blanc-winkl-cantina-terlan.html,"159,00 zł",Włochy,Trentino Alto Adige,Alto Adige Sauvignon DOC,Kellerai Cantina Terlan,białe,wytrawne,pełne,Sauvignon Blanc,750 ml,12 st.C,24 h ( w dni robocze ),2022,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Cabernet Sauvignon Monterey AVA 2018,https://www.wina.pl/wina-czerwone-wytrawne/3715-scheid-cabernet-sauvignon-monterey-ava.html,"239,00 zł",USA,Kalifornia,Monterey AVA,,czerwone,wytrawne,pełne,Cabernet Sauvignon,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Chardonnay Monterey AVA 2019,https://www.wina.pl/wina-biale-wytrawne/3713-scheid-chardonnay-monterey-ava.html,"239,00 zł",USA,Kalifornia,Monterey AVA,,białe,wytrawne,pełne,Chardonnay,750 ml,10-12 st.C,3 dni ( dni robocze ),2019,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Grüner Veltliner Monterey AVA 2021,https://www.wina.pl/wina-biale-wytrawne/3712-scheid-gruener-veltliner-monterey-ava.html,"239,00 zł",USA,Kalifornia,Monterey AVA,,białe,wytrawne,średnie,Grüner Veltliner,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID James Bryant Hill Chardonnay Central Coast AVA 2020,https://www.wina.pl/wina-biale-wytrawne/3719-scheid-james-bryant-hill-chardonnay-central-coast-ava.html,"89,00 zł",USA,Kalifornia,Central Coast AVA,,białe,wytrawne,średnie,Chardonnay,750 ml,10-12 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID James Bryant Hill Pinot Noir Central Coast AVA 2020,https://www.wina.pl/wina-czerwone-wytrawne/3718-scheid-james-bryant-hill-pinot-noir-central-coast-ava.html,"89,00 zł",USA,Kalifornia,Central Coast AVA,,czerwone,wytrawne,średnie,Pinot Noir,750 ml,16-18 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID James Bryant Hill Zinfandel Central Coast AVA 2019,https://www.wina.pl/wina-czerwone-wytrawne/3717-scheid-james-bryant-hill-zinfandel-central-coast-ava.html,"89,00 zł",USA,Kalifornia,Central Coast AVA,,czerwone,wytrawne,średnie,Zinfandel,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Merlot Monterey AVA 2018,https://www.wina.pl/wina-czerwone-wytrawne/3714-scheid-merlot-monterey-ava.html,"239,00 zł",USA,Kalifornia,Monterey AVA,,czerwone,wytrawne,pełne,Merlot,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Pareto's Estate Cabernet Sauvignon Monterey AVA 2018,https://www.wina.pl/wina-czerwone-wytrawne/3730-scheid-pareto-s-estate-cabernet-sauvignon-monterey-ava.html,"79,00 zł",USA,Kalifornia,Monterey AVA,,czerwone,wytrawne,pełne,Cabernet Sauvignon,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Pareto's Estate Chardonnay Monterey AVA 2020,https://www.wina.pl/wina-biale-wytrawne/3732-scheid-pareto-s-estate-chardonnay-monterey-ava.html,"79,00 zł",USA,Kalifornia,Monterey AVA,,białe,wytrawne,średnie,Chardonnay,750 ml,10-12 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Pareto's Estate Old Vine Zinfandel Kalifornia 2019,https://www.wina.pl/wina-czerwone-wytrawne/3729-scheid-pareto-s-estate-old-vine-zinfandel-kalifornia.html,"79,00 zł",USA,Kalifornia,,,czerwone,wytrawne,pełne,Zinfandel,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Pareto's Estate Pinot Noir Monterey AVA 2019,https://www.wina.pl/wina-czerwone-wytrawne/3731-scheid-pareto-s-estate-pinot-noir-monterey-ava.html,"79,00 zł",USA,Kalifornia,Monterey AVA,,czerwone,wytrawne,średnie,Pinot Noir,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Pinot Noir Monterey AVA 2018,https://www.wina.pl/wina-czerwone-wytrawne/3716-scheid-pinot-noir-monterey-ava.html,"239,00 zł",USA,Kalifornia,Monterey AVA,,czerwone,wytrawne,średnie,Pinot Noir,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHEID Sauvignon Blanc Monterey AVA 2021,https://www.wina.pl/wina-biale-wytrawne/3711-scheid-sauvignon-blanc-monterey-ava.html,"239,00 zł",USA,Kalifornia,Monterey AVA,,białe,wytrawne,średnie,Sauvignon Blanc,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schioppettino IGT Venezia Giulia Bressan 2018,https://www.wina.pl/naturalne/1650-schioppettino-igt-venezia-giulia-bressan.html,"298,00 zł",Włochy,Friuli,Venezia Gulia IGT,Bressan,czerwone,wytrawne,średnie,Schioppettino,750 ml,16-18 st.C,24 h ( w dni robocze ),2018,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schloss Gobelsburg Brut Reserve NV,https://www.wina.pl/wina-biale-wytrawne/2895-schloss-gobelsburg-brut-reserve.html,"207,00 zł",Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,musujące,wytrawne,średnie,Pinot Noir,750 ml,8 st.C,24 h ( w dni robocze ),NV,,12%,,,,Grüner Veltliner,Riesling,,,,,,,,,,,,,falstaff 92,,,,,,,,,,,,,,,,,
"Schlumberger Cuvee Klimt ""Der Kuss"" Brut",https://www.wina.pl/wina-biale-wytrawne/2454-schlumberger-cuvee-klimt-der-kuss-brut.html,"117,00 zł",Austria,,,Schlumberger,,wytrawne,średnie,Chardonnay,750 ml,8 st.C,3 dni ( dni robocze ),,,,,,,Welschriesling,Pinot Blanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schlumberger Grüner Veltliner Vintage Brut,https://www.wina.pl/wina-musujace/2455-schlumberger-gruner-veltliner-vintage-brut.html,"99,00 zł",Austria,,,Schlumberger,musujące,wytrawne,lekkie,Grüner Veltliner,750 ml,8-10 st.C,3 dni ( dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schlumberger Sparkling Brut,https://www.wina.pl/wina-biale-wytrawne/2456-schlumberger-sparkling-brut.html,"99,00 zł",Austria,,,Schlumberger,,wytrawne,lekkie,Chardonnay,750 ml,8-10 st.C,24 h ( w dni robocze ),,,,,,,Welschriesling,Pinot Blanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sclavos Alchymiste 2022,https://www.wina.pl/naturalne/2865-sclavos-alchymiste.html,"77,00 zł",Grecja,Kefalonia,Epitrapezios Inos VDT,,białe,wytrawne,średnie,"Roditis, Muscat, Moschatela, Tsaousi, Vostilidi, Zakhyntino",750 ml,10-12 st.C,3 dni ( dni robocze ),2022,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sclavos Vino di Sasso 2021,https://www.wina.pl/naturalne/2866-sclavos-vino-di-sasso.html,"133,00 zł",Grecja,Kefalonia,Robola of Kefalonia PDO,,białe,wytrawne,średnie,Robola of Kefalonia,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sébastien Morin Arcane Beaujolais VdF 2020,https://www.wina.pl/naturalne/3436-sebastien-morin-arcane-beaujolais-vdf.html,"179,00 zł",Francja,Burgundia,Vin de France,,czerwone,wytrawne,średnie,Gamay,750 ml,15 st.C,3 dni ( dni robocze ),2020,,11%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Sébastien Morin Babouchka Beaujolais VdF 2020,https://www.wina.pl/naturalne/3438-sebastien-morin-babouchka-beaujolais-vdf.html,"179,00 zł",Francja,Burgundia,Vin de France,,czerwone,wytrawne,średnie,Gamay,750 ml,15 st.C,3 dni ( dni robocze ),2020,,11%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Sébastien Morin L'Entremetteuse Beaujolais VdF 2018,https://www.wina.pl/naturalne/3439-sebastien-morin-l-entremetteuse-beaujolais-vdf.html,"162,00 zł",Francja,Burgundia,Vin de France,,musujące,półwytrawne,średnie,Gamay,750 ml,15 st.C,3 dni ( dni robocze ),2018,,11%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,różowe,,,,,,,,,,,,,,,,,,,
Sébastien Riffault Akmèniné Sancerre AOC 2019,https://www.wina.pl/naturalne/3368-sebastien-riffault-akmenine-sancerre-aoc.html,"152,10 zł",Francja,Dolina Loary,Sancerre AOC,,białe,wytrawne,pełne,Sauvignon Blanc,750 ml,12 st.C,3 dni ( dni robocze ),2019,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Sébastien Riffault Auksinis Maceration Sancerre AOC 2017 2018,https://www.wina.pl/naturalne/3372-sebastien-riffault-auksinis-maceration-sancerre-aoc.html,"193,50 zł",Francja,Dolina Loary,Sancerre AOC,,pomarańczowe,wytrawne,pełne,Sauvignon Blanc,750 ml,12 st.C,3 dni ( dni robocze ),2017,2018.0,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Sébastien Riffault Auksinis Sancerre AOC 2018,https://www.wina.pl/naturalne/3369-sebastien-riffault-auksinis-sancerre-aoc.html,"193,50 zł",Francja,Dolina Loary,Sancerre AOC,,białe,wytrawne,pełne,Sauvignon Blanc,750 ml,12 st.C,3 dni ( dni robocze ),2018,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Sébastien Riffault Les Quarterons Sancerre AOC 2020,https://www.wina.pl/naturalne/3367-sebastien-riffault-les-quarterons-sancerre-aoc.html,"139,50 zł",Francja,Dolina Loary,Sancerre AOC,,białe,wytrawne,średnie,Sauvignon Blanc,750 ml,10-12 st.C,3 dni ( dni robocze ),2020,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Sébastien Riffault Saulétas Sancerre AOC 2015,https://www.wina.pl/naturalne/3370-sebastien-riffault-sauletas-sancerre-aoc.html,"193,50 zł",Francja,Dolina Loary,Sancerre AOC,,białe,wytrawne,pełne,Sauvignon Blanc,750 ml,12 st.C,3 dni ( dni robocze ),2015,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Sébastien Riffault Skeveldra Sancerre AOC 2015,https://www.wina.pl/naturalne/3371-sebastien-riffault-skeveldra-sancerre-aoc.html,"193,50 zł",Francja,Dolina Loary,Sancerre AOC,,białe,wytrawne,pełne,Sauvignon Blanc,750 ml,12-14 st.C,3 dni ( dni robocze ),2015,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Seifried Aotea Sauvignon Blanc 2022,https://www.wina.pl/weganskie/4146-seifried-aotea-sauvignon-blanc.html,"135,00 zł",Nowa Zelandia,Nelson,,,białe,wytrawne,,Sauvignon Blanc,750 ml,8-10 st.C,,2022,,13%,,IWC Silver,,,,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seifried Gewurztraminer 2019,https://www.wina.pl/wina-biale-wytrawne/2462-seifried-gewurztraminer.html,"99,00 zł",Nowa Zelandia,Nelson,,Seifried,białe,wytrawne,,Gewürztraminer,750 ml,,3 dni ( dni robocze ),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
